SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN_DIST,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH_DIST,NEAREST_SCH_RANK,YEAR_SOLD,MONTH_SOLD,Price/land
Bentley,457648.76543209876,3.567901234567901,1.9135802469135803,2.1818181818181817,701.7530864197531,131.87654320987653,1989.662162162162,8274.074074074075,1756.3827160493827,6102.0,-32.00832463148148,115.9156147728395,1.4770630733876542,42.0,2017.1851851851852,6.45679012345679,1162.4067103822601
Bertram,381613.41991341993,3.8095238095238093,2.012987012987013,2.15625,533.3116883116883,169.76190476190476,2006.3240740740741,32903.4632034632,1453.060606060606,6167.0,-32.24751705935065,115.84485315411254,1.0640325865463203,,2017.3722943722944,6.45021645021645,749.4731253992022
Bibra Lake,544325.8507462686,3.783582089552239,1.8059701492537314,1.9516129032258065,663.9850746268656,174.17910447761193,1992.4098360655737,16123.880597014926,3786.5671641791046,6163.0,-32.093933881791045,115.8270725380597,1.420318118485821,47.291666666666664,2017.3358208955224,6.1940298507462686,999.2772514876877
Bickley,699231.0606060605,3.727272727272727,1.9545454545454546,2.406779661016949,14979.59090909091,216.03030303030303,1970.8253968253969,22793.939393939392,11656.060606060606,6076.0,-32.00233279621212,116.09284463939393,1.4627678384121212,107.0,2008.8181818181818,6.803030303030303,150.22509789090103
Bicton,1083594.3766233767,3.6623376623376624,1.8831168831168832,2.25,735.6753246753246,191.7792207792208,1984.171052631579,10884.415584415585,3270.12987012987,6157.0,-32.02803669831169,115.7862100064935,1.4204403258116884,10.194805194805195,2018.2337662337663,7.324675324675325,1810.5109711048633
Booragoon,893440.2173913043,3.8369565217391304,2.0543478260869565,2.2333333333333334,811.3152173913044,199.16304347826087,1983.2197802197802,10063.04347826087,2109.782608695652,6154.0,-32.03998809717391,115.83391202934783,1.2912908922380435,32.95652173913044,2017.5978260869565,7.434782608695652,1328.614046363381
Boya,521285.8585858586,3.4646464646464645,1.6868686868686869,1.9058823529411764,2307.838383838384,176.55555555555554,1976.563829787234,18818.18181818182,5754.545454545455,6056.0,-31.917286031818183,116.053734410101,1.9845212252525253,,2011.1616161616162,6.111111111111111,282.9491563946045
Brabham,432820.65079365077,3.5555555555555554,1.9682539682539681,2.152542372881356,530.6190476190476,171.93650793650792,2013.5217391304348,18195.238095238095,8888.888888888889,6055.0,-31.818335730793653,115.96921925555556,3.1041584014444443,53.0,2018.1904761904761,6.301587301587301,1040.4235525371096
Brentwood,742031.25,3.3088235294117645,1.6985294117647058,1.7803030303030303,645.7279411764706,164.68382352941177,1993.793893129771,10208.088235294117,579.7279411764706,6153.0,-32.04367936544117,115.8517361617647,1.4179780040889707,24.720588235294116,2015.0367647058824,6.713235294117647,1473.5159069159074
Brigadoon,705097.3300970874,4.077669902912621,2.0679611650485437,2.6707317073170733,21812.70873786408,261.7281553398058,2002.0,27930.09708737864,14154.368932038835,6069.0,-31.782191256893203,116.07595978737865,8.695813537533981,53.0,2010.3009708737864,7.533980582524272,41.2026856053851
Brookdale,301784.1408450704,3.732394366197183,1.767605633802817,2.007142857142857,562.9507042253521,132.92253521126761,2001.765625,27662.676056338027,1920.4225352112676,6112.0,-32.168449457323945,116.00338287887324,1.0463575928711268,,2015.0070422535211,6.894366197183099,572.5591243486687
Bull Creek,810097.7011494252,4.011494252873563,1.9885057471264367,2.231707317073171,707.4827586206897,203.51724137931035,1982.5647058823529,11710.344827586207,1257.9770114942528,6149.0,-32.05725239770115,115.8634216643678,0.8960565524011493,28.011494252873565,2017.712643678161,6.862068965517241,1169.3203340372645
Bullsbrook,498796.7474747475,3.757575757575758,1.8282828282828283,2.0813953488372094,18141.161616161615,174.62626262626262,1996.8152173913043,37091.919191919194,26133.333333333332,6084.0,-31.661033753333335,116.0486604909091,14.523656136767677,98.0,2017.5858585858587,6.474747474747475,304.4240614168243
Burns Beach,898548.3181818182,4.166666666666667,2.3181818181818183,2.2635658914728682,566.9090909090909,276.06060606060606,2009.2333333333333,28253.030303030304,2369.6969696969695,6028.0,-31.725121435833334,115.72570626666666,3.4322330905075757,67.32673267326733,2017.6818181818182,6.348484848484849,1607.007233645106
Burswood,975228.5714285715,3.5142857142857142,2.0285714285714285,2.1,557.7714285714286,202.71428571428572,1992.3030303030303,3908.5714285714284,473.2857142857143,6100.0,-31.962867867714287,115.89772706571428,0.9941277402485714,41.97142857142857,2016.942857142857,7.228571428571429,2672.087184406901
Butler,383239.1304347826,3.5893719806763285,1.9420289855072463,2.0364583333333335,474.4927536231884,168.90821256038646,2007.502538071066,37368.59903381643,1233.1159420289855,6036.0,-31.643375424396137,115.70406337487923,1.2484019682492753,42.91304347826087,2019.3381642512077,7.782608695652174,861.3956613933366
Byford,423198.3606557377,3.877049180327869,1.9426229508196722,2.2612612612612613,808.4016393442623,196.99180327868854,2009.5739130434783,32390.983606557376,7675.4098360655735,6122.0,-32.21994568081968,115.99299780737704,1.7612584913090163,116.0,2019.2459016393443,7.270491803278689,707.5899920154485
Calista,293624.0875912409,3.153284671532847,1.2043795620437956,1.90625,788.4087591240876,115.91240875912409,1971.9716981132076,33128.46715328467,2211.6788321167883,6167.0,-32.24638938029197,115.80626289854014,1.086027945588321,138.0,2014.1751824817518,6.708029197080292,424.19496367084895
Camillo,300934.6153846154,3.423076923076923,1.2923076923076924,2.168067226890756,689.8384615384615,126.20769230769231,1981.5121951219512,22453.076923076922,1289.823076923077,6111.0,-32.11410416692308,116.00053905461537,1.1053782336869231,74.25384615384615,2016.2,6.376923076923077,479.8988782589039
Canning Vale,589988.3846153846,3.967948717948718,2.019230769230769,2.1363636363636362,700.25,215.40384615384616,2001.0340136054422,16023.076923076924,4865.384615384615,6155.0,-32.083992311410256,115.92600343717949,1.2370145542102564,64.51282051282051,2019.75,7.653846153846154,949.068141317972
Cannington,430695.0,3.2738095238095237,1.7619047619047619,2.1125,740.0119047619048,129.92857142857142,1992.0886075949368,9970.238095238095,817.297619047619,6107.0,-32.01309701273809,115.93620530238096,1.0026333576666666,82.28571428571429,2016.857142857143,6.642857142857143,1058.2971677308483
Carabooda,917023.8095238095,4.523809523809524,2.3333333333333335,3.263157894736842,35544.90476190476,240.0952380952381,1995.6923076923076,41419.04761904762,4409.523809523809,6033.0,-31.600079419047617,115.71759562380952,5.795666770142857,39.0,2010.6666666666667,7.619047619047619,30.577543362573568
Cardup,679797.4683544304,3.9367088607594938,1.860759493670886,2.7761194029850746,16395.3417721519,226.0379746835443,1999.6190476190477,34940.50632911392,11158.227848101265,6122.0,-32.24925371329114,115.97750001012659,2.753822652527848,116.0,2012.6962025316457,6.291139240506329,73.30930505520016
Carine,807780.0847457628,3.9322033898305087,2.0,2.080357142857143,728.5762711864406,199.61016949152543,1983.0869565217392,13467.796610169491,1902.042372881356,6020.0,-31.851787770084744,115.77982033220339,0.9817535683677966,47.0,2017.635593220339,6.5,1140.318563038571
