SUBURB,avg(PRICE),avg(LAND_AREA),avg(FLOOR_AREA),avg(PROPERTY_AGE),avg(PRICE/FLOOR($/m2)),avg(PRICE/LAND($/m2)),avg(Land/Floor)
Karrinyup,959109.9137931034,611.5603448275862,218.47413793103448,29.42608695652174,4605.519027192701,1753.3958095341188,3.1411991110515713
Aveley,440986.4864864865,524.2162162162163,197.90540540540542,8.838461538461539,2279.541173045337,906.3826958292902,2.69848619259736
Haynes,235914.14141414143,953.6262626262626,165.86868686868686,1.1313131313131313,1421.2005620076914,491.49175449945164,5.182972405007851
Eden Hill,467236.7346938776,828.0204081632653,143.78571428571428,36.760416666666664,3454.1781508055183,834.715086828131,6.417803854057464
Yangebup,473640.1515151515,647.7121212121212,161.71212121212122,24.19298245614035,3093.6615915569387,783.6150979994692,4.47259032976088
Maida Vale,589742.7777777778,2001.6166666666666,180.2,23.714285714285715,3349.172959612273,647.3335582535241,10.548840681191464
Ashby,483321.62921348313,510.938202247191,176.7808988764045,8.896969696969697,2858.2984752420098,1026.493653825702,2.9127596453888933
Wembley Downs,1083927.5726495727,630.7008547008547,210.76923076923077,29.74774774774775,5405.714207640583,1894.532142697352,3.2524764322511777
Mirrabooka,399135.41007194243,636.7625899280575,131.71942446043167,26.296296296296298,3220.6913134029924,689.8690085002298,5.280010976363074
Upper Swan,577312.5625,7471.5,198.3125,42.214285714285715,3035.191552245589,181.7790587169601,30.23970635742756
Connolly,705674.0,715.68,220.064,24.65811965811966,3548.7034271187576,1116.9084008263258,3.7043146287109883
West Swan,1045675.0,14303.45,254.6,34.94444444444444,4337.310743832071,141.3971624867559,59.25780359877691
Wandi,554953.6082474227,3752.6082474226805,190.11340206185568,5.5,2940.8901130948684,1045.4121765788218,16.02168723482583
Menora,1200050.0,807.3111111111111,220.92222222222222,57.46511627906977,5583.871672584699,1596.64424149723,3.94761626644441
Southern River,574922.3007518797,609.4962406015038,223.0300751879699,10.446280991735538,2639.252150191382,1035.5169799500231,2.858015149936236
Henley Brook,634958.2176470588,4880.588235294118,207.73529411764707,15.21301775147929,3059.828143137113,661.3069669179297,21.59938496366717
Bicton,1083594.3766233767,612.1038961038961,191.7792207792208,34.05263157894737,5899.900546269359,2029.3375378458318,3.5078942910207114
Wembley,1093500.0,566.9242424242424,183.3181818181818,52.79661016949152,6122.515306185336,2121.1894791671566,3.3078090777551035
Butler,383239.1304347826,473.512077294686,168.90821256038646,11.83248730964467,2316.5684268730965,864.3584657054658,2.801566222331381
Carine,807780.0847457628,706.3983050847457,199.61016949152543,34.54782608695652,4240.958363277726,1239.4239800918913,3.796691339221929
Wangara,1375000.0,1320.0,830.0,1.0,1656.6265060240964,1041.6666666666667,1.5903614457831325
Parkwood,476788.7155172414,725.8189655172414,140.91379310344828,35.43518518518518,3545.551618435687,893.3405080986319,5.676467038296795
Carramar,524224.85576923075,808.4471153846154,206.20673076923077,14.271186440677965,2562.2266736499496,821.821716930449,3.7114305462085326
Secret Harbour,485088.83248730964,648.6497461928934,215.94416243654823,14.65,2257.2089546766733,774.7166823109727,3.0776621028508835
Gwelup,863702.1857923497,540.8360655737705,220.9016393442623,17.211111111111112,4074.870019313114,1716.5682929168781,2.6745713838371894
Stratton,345232.593220339,516.8926553672317,122.20338983050847,21.52238805970149,2887.2997010002277,677.6160800528601,4.315066106483443
Langford,409908.45070422534,614.8098591549295,131.61267605633802,28.347517730496453,3275.811570574381,744.6193793313489,5.134627880468439
Kingsley,583094.1176470588,685.8117647058823,178.2235294117647,34.6125,3390.7989908628438,908.7555828946403,4.030663933706826
East Perth,510181.8181818182,190.8181818181818,112.36363636363636,23.454545454545453,4524.132371470353,3179.217510049097,1.5765173036356293
Lathlain,726986.1111111111,609.6805555555555,174.38888888888889,36.507246376811594,4611.825860383233,1330.3761711503034,4.083827812323093
Glen Forrest,631721.582733813,4043.4892086330933,182.73381294964028,34.7734375,3577.894425326612,260.7917470667923,21.0132992773535
City Beach,1654765.2692307692,860.0384615384615,263.63461538461536,40.317241379310346,6906.402662777882,2092.4599602589983,3.6910128570168697
Caversham,489055.94405594404,1146.5944055944055,177.0909090909091,11.049180327868852,2838.480194178046,922.0975896413485,6.613064641525743
Armadale,246611.11111111112,634.2857142857143,113.34920634920636,38.47457627118644,2249.167254833682,499.3605942267764,5.869120104347805
Ferndale,460006.25,868.725,143.56666666666666,37.43333333333333,3448.5429458709764,806.3907158383547,7.238122162574957
Manning,839030.2185430464,581.476821192053,186.71523178807948,24.395833333333332,4681.32606624121,1523.6201076508232,3.4054817802709336
Champion Lakes,460750.0,2572.1739130434785,188.65217391304347,4.404761904761905,2472.149066185203,883.0821439997341,12.700811822449767
Bellevue,376581.27906976745,737.1627906976744,117.95348837209302,39.71084337349398,3521.1863413251353,549.4552131637456,6.957143539720944
Bertram,381613.41991341993,533.3116883116883,169.76190476190476,11.023148148148149,2292.6402852452006,749.4731253992024,3.1530445388937887
Iluka,894611.7924528302,645.5801886792453,273.64150943396226,14.70673076923077,3306.29498122613,1428.7602881876594,2.4430034226348627
Hilbert,463561.36363636365,1157.465909090909,189.8409090909091,5.153846153846154,2454.172853253043,767.4941810069795,6.155642339072792
Huntingdale,400517.5135135135,639.1837837837838,151.52972972972972,24.445652173913043,2736.5950073004024,651.0701349547212,4.4753402712092525
South Fremantle,1092535.4747474748,409.44444444444446,170.15151515151516,53.7032967032967,6790.010452148568,2922.6104806863405,2.5920144931524582
Wattleup,931285.7142857143,13232.42857142857,213.42857142857142,27.0,4717.587366787083,129.6537241089603,76.93806760570233
Helena Valley,609165.6804733728,1720.3254437869823,207.44970414201183,19.76219512195122,3062.103330575095,754.7786304436593,8.178048714471487
Rivervale,592584.9206349206,626.5238095238095,158.38095238095238,37.42372881355932,3940.9485238931047,1051.3167351451273,4.42286202302965
Bateman,801316.9491525424,690.9915254237288,190.98305084745763,31.227272727272727,4391.973931779111,1272.279976588238,3.9552959246005788
Walliston,601879.3103448276,2765.6206896551726,178.06896551724137,35.392857142857146,3648.079149142517,425.0109401534747,17.17175865790145
Alkimos,413749.8070175439,407.79824561403507,180.96491228070175,5.59,2349.67084389991,1052.9757519360996,2.2944105673283532
Claremont,1282131.5555555555,502.5238095238095,192.84126984126985,37.81666666666667,7059.153204560503,3036.034155094748,3.142873573811114
Viveash,490196.0227272727,619.7272727272727,160.88636363636363,22.394736842105264,3125.4296893389983,963.9741640010157,3.962118957994005
Applecross,1376689.8734177216,589.9113924050633,232.65822784810126,29.487179487179485,6408.050428100929,2699.8923125968104,2.868348440684276
Myaree,684020.618556701,701.1340206185567,148.0,30.30851063829787,4959.8269301606415,1572.8312285773031,6.10650995395191
Bentley,457648.76543209876,426.30864197530866,131.37037037037038,27.54054054054054,3572.7167538502376,1371.2600268093026,3.300198841868464
Aubin Grove,570786.5185185185,541.074074074074,203.87654320987653,8.478571428571428,2853.7862204524804,1084.734209153358,2.6850795364010516
Belhus,980615.3846153846,15035.923076923076,236.3846153846154,22.833333333333332,4383.245526830345,76.47830023847943,64.472845069558
Murdoch,732236.4666666667,636.3,195.96666666666667,25.847457627118644,3869.0237887033772,1250.4003809336718,3.4163244619515494
Forrestdale,665690.7333333333,9251.91111111111,183.57777777777778,29.0,3656.9200648047895,323.0559154566282,44.63563327123659
Wooroloo,521625.0,40896.208333333336,186.58333333333334,36.36363636363637,3112.4389649361565,79.14564582081526,179.87354607537415
Salter Point,1172450.0,634.3426573426574,245.28671328671328,26.151515151515152,5038.417668724154,2051.192847555043,2.843754539092553
Hilton,555069.3870967742,606.1397849462365,128.3763440860215,45.94565217391305,4538.493223911839,1054.3606071506285,5.10723326822326
Greenmount,514081.52173913043,1417.840579710145,172.90579710144928,38.36296296296296,3128.6525607912345,428.4451846040982,8.846137686723877
Marangaroo,415592.4369747899,684.7310924369748,150.57983193277312,25.572649572649574,2913.334286326828,709.0167086132792,5.409133859812783
Balga,309362.0689655172,495.0,112.37931034482759,28.963636363636365,2815.219296398254,830.3174396565959,4.537710214692775
Warwick,579425.776923077,720.4538461538461,167.2846153846154,37.51639344262295,3680.153142771995,882.3060241111017,4.693870969315913
Lesmurdie,671163.8655462185,1703.7731092436975,204.9747899159664,39.07142857142857,3434.9497611532915,423.2182847760734,8.654078831258182
Darch,574450.4378109453,544.9154228855722,215.9402985074627,10.65128205128205,2760.418118201455,1097.526561887016,2.568517599880579
Stirling,829876.6413793104,547.303448275862,228.46206896551723,18.931818181818183,3807.586693983395,1663.42837442388,2.770123415766915
Kalamunda,679729.4117647059,1793.6235294117646,194.76470588235293,39.23809523809524,3703.4328444916446,571.940534677315,9.821813486268642
Maylands,739668.9230769231,461.7692307692308,171.1846153846154,35.261538461538464,4534.6063501310855,1918.311588818984,3.2230077407474713
Embleton,524185.8585858586,572.3232323232323,148.4949494949495,33.322916666666664,3831.8343818088265,1046.8426248041687,4.409666962453086
Wattle Grove,544569.3510638297,747.0904255319149,192.6968085106383,10.528735632183908,2911.5176560722552,974.1858272692506,3.883418138946551
Swanbourne,1582618.08,547.816,230.944,31.79824561403509,7186.054574888772,3210.8664955851273,2.6261552062842455
Rossmoyne,1171435.56302521,775.8823529411765,236.28571428571428,33.64912280701754,5343.59804631133,1576.4139564997627,3.746900966537119
Beaconsfield,774403.947368421,490.86842105263156,166.48245614035088,42.19266055045872,4998.653663062881,1900.744266513909,3.2703040453611094
Waterford,1076792.755319149,698.0,270.0425531914894,17.80722891566265,4151.190129142432,1631.8640468760852,2.780724332702617
Sinagra,464718.83720930235,1258.1627906976744,175.22093023255815,8.377358490566039,2739.5181171625413,950.128916180343,9.244656312742737
East Fremantle,1122097.5,593.44,180.9,55.46,6389.285264706075,2433.8034875589924,3.469167482074443
Orelia,313241.1379310345,639.2620689655172,141.80689655172415,28.147058823529413,2259.232848649509,532.3033307710425,4.7208815394461405
Leda,337275.15,597.75,152.9375,15.078947368421053,2313.0628102330493,574.5206460151293,4.2033161293392345
Darlington,707432.6923076923,2529.630769230769,205.0,43.6328125,3584.662704493273,319.6697472391749,13.187372961305197
Kwinana Town Centre,186314.12121212122,203.9090909090909,110.03030303030303,-1.3636363636363635,1705.0185947379182,921.0340789757013,1.8543965517181595
Landsdale,551263.2848101265,563.867088607595,214.37974683544303,13.006666666666666,2644.559658591409,1012.5704423711182,2.712052555499746
South Guildford,542880.2197802198,656.1758241758242,174.1153846153846,19.675,3229.5532751428464,981.4767356484107,3.9264490187552363
Gooseberry Hill,857120.4379562044,3059.970802919708,230.1021897810219,33.43283582089552,3882.6477212820737,467.27254567201766,14.172495810252608
Bullsbrook,498796.7474747475,12540.29292929293,174.62626262626262,20.73913043478261,2896.286702613017,305.27566411777644,65.5349771663376
Kenwick,397629.5133333333,983.9266666666666,136.37333333333333,26.517006802721088,3036.3535653916288,626.9959539963506,7.849826850625626
Nedlands,1647441.826923077,808.2692307692307,228.10576923076923,63.84313725490196,7759.597291157241,2218.2101399101502,3.8927161793763365
East Victoria Park,651532.4494382022,491.1011235955056,145.17977528089887,47.082352941176474,4733.010965344439,1505.442519482097,3.6527662070482427
Naval Base,1408000.0,2614.0,558.0,11.0,2523.2974910394264,538.6381025248661,4.684587813620071
Edgewater,560366.25,736.825,168.6,30.608695652173914,3457.5220987687208,848.5547363479502,4.701331194864517
Oldbury,978900.0,62125.0,191.0,18.0,5786.013036641556,19.17305639923257,366.1977475742948
Mundaring,652875.674074074,4766.851851851852,199.6888888888889,26.229508196721312,3576.395425260914,299.5948356973681,23.18147308733871
Midland,423032.7868852459,607.1639344262295,113.85245901639344,39.45,3732.781478413281,995.1280118175654,5.1017805195896395
Innaloo,552731.4666666667,339.45,132.0,22.866666666666667,4326.867921076897,1792.9164581852897,2.641402449170675
Middle Swan,410388.3630136986,2190.650684931507,135.3013698630137,27.796992481203006,3140.530520012838,611.8862310019252,15.249594627256448
Victoria Park,688490.9090909091,386.4909090909091,140.5090909090909,47.46,5062.7132010122605,2077.3185275803116,2.892859657430343
Leederville,859113.6363636364,369.90909090909093,158.77272727272728,39.31818181818182,5673.253984788248,2811.257744927876,2.438345828417015
Ellenbrook,388606.4516129032,566.2967741935483,178.95483870967743,15.931506849315069,2237.9546252181362,722.0510680055909,3.2214217049648415
Como,977760.8333333334,576.3333333333334,189.0,35.60344827586207,5562.704918391726,1987.3299386997157,3.4005825283892928
